	Day #1	Day #2	Day #3	Day #4	Day #5	Day #6	Day #7	Day #8	Day #9	Day #10	Day #11	Day #12	Day #13	Day #14	Day #15	Day #16	Day #17	Day #18	Day #19	Day #20	Day #21	Day #22	Day #23	Day #24	Day #25	Day #26	Day #27	Day #28	Day #29	Day #30	Day #31	Day #32	Day #33	Day #34	Day #35	Day #36	Day #37	Day #38	Day #39	Day #40	Day #41	Day #42	Day #43	Day #44	Day #45	Day #46	Day #47	Day #48	Day #49	Day #50	Day #51	Day #52	Day #53	Day #54	Day #55	Day #56	Day #57	Day #58	Day #59	Day #60	Day #61	Day #62	Day #63	Day #64	Day #65	Day #66	Day #67	Day #68	Day #69	Day #70	Day #71	Day #72	Day #73	Day #74	Day #75	Day #76	Day #77	Day #78	Day #79	Day #80	Day #81	Day #82	Day #83	Day #84	Day #85	Day #86	Day #87	Day #88	Day #89	Day #90	Day #91	Day #92	Day #93	Day #94	Day #95	Day #96	Day #97	Day #98	Day #99	Day #100	
Sim #64	124.436	117.263	126.996	119.104	117.166	124.373	125.303	110.873	97.4889	115.54	123.132	102.495	114.456	121.785	124.602	144.984	127.842	117.784	126.166	112.799	114.069	110.265	131.618	101.739	118.176	108.975	117.682	117.568	123.555	133.877	112.132	129.227	120.422	121.339	107.165	133.56	136.54	122.162	101.648	110.308	102.276	129.511	113.06	109.667	110.931	137.777	125.311	115.758	130.772	113.876	134.413	123.293	130.902	126.543	124.096	122.091	132.506	111.34	114.578	110.684	140.537	127.757	140.021	118.63	120.087	127.405	122.658	121.636	111.314	124.057	113.317	131.157	137.185	108.297	130.861	119.422	121.48	145.814	116.208	112.668	141.768	119.78	121.865	132.003	101.657	127.771	125.895	151.361	132.262	123.786	115.367	129.981	138.892	112.378	124.024	119.283	123.283	130.179	129.151	115.204	
Sim #65	123.881	116.423	127.726	120.097	119.654	123.766	124.232	113.176	98.6419	114.402	121.02	101.34	113.916	122.424	127.666	144.519	126.785	118.593	127.32	111.067	114.181	110.266	133.081	103.344	116.937	109.328	119.625	121.221	121.461	132.994	111.304	131.221	122.21	119.381	107.361	137.166	138.739	123.019	101.948	112.008	102.056	129.029	113.796	109.986	110.699	140.318	126.28	116.463	132.124	115.585	135.77	122.68	132.876	126.638	122.087	123.75	128.685	108.652	116.105	111.166	141.384	128.464	140.172	117.529	121.662	126.216	122.465	120.948	110.538	125.254	113.136	129.846	135.087	109.616	131.731	120.923	121.11	148.071	115.197	114.074	138.991	119.848	123.323	131.265	102.103	129.688	126.935	152.581	132.682	123.041	114.814	131.405	141.633	111.637	124.823	119.661	122.453	132.83	128.892	113.931	
Sim #66	125.261	117.096	127.556	120.922	119.401	123.531	125.916	113.376	99.7425	114.491	119.809	102.839	116.004	122.48	128	141.922	125.009	120.081	128.483	111.31	114.346	108.869	131.988	104.355	118.731	108.571	119.596	118.427	121.264	132.821	113.361	130.449	120.468	120.177	108.124	138.434	136.134	123.107	102.913	112.803	103.229	126.441	113.416	109.705	110.773	140.926	127.004	118.225	130.336	114.741	136.8	123.837	131.313	127.448	123.28	124.815	128.759	109.81	115.902	109.131	141.135	129.999	139.351	116.919	122.215	125.026	123.489	117.997	112.752	124.357	115.493	129.892	137.182	107.191	128.837	120.635	121.865	146.173	113.803	112.367	136.279	120.372	121.759	132.151	100.266	131.018	126.81	153.701	133.386	122.286	114.719	133.378	142.912	111.51	123.458	119.063	123.645	133.33	130.452	115.793	
Sim #67	125.089	114.987	128.335	120.842	118.317	123.6	125.635	112.698	100.745	115.249	119.224	102.315	115.241	121.779	129.61	140.486	125.35	121.475	129.924	110.868	115.078	108.539	132.608	102.984	115.659	108.857	121.482	118.526	119.441	131.835	112.604	129.098	121.004	120.703	108.92	138.798	137.006	122.43	103.045	111.353	100.652	127.301	114.071	109.399	110.611	139.519	129.961	116.689	128.719	114.25	136.459	126.023	127.527	124.116	121.42	128.023	131.906	111.723	114.837	109.979	140.234	130.326	136.183	116.873	124.564	124.474	122.446	118.25	113.748	126.056	116.128	129.694	134.45	109.185	132.767	121.466	121.795	145.793	115.277	112.472	136.518	117.743	122.667	132.845	101.785	132.605	124.466	153.199	134.025	122.822	116.424	134.114	142.462	110.866	124.257	119.5	124.377	134.497	130.002	118.333	
Sim #68	126.308	114.736	127.793	119.967	118.801	124.42	126.771	112.748	99.0314	115.475	119.041	102.044	117.771	123.702	129.835	139.596	125.082	121.322	127.306	111.851	114.365	107.486	130.87	103.863	117.36	107.826	120.762	116.661	118.316	130.982	112.266	130.918	118.222	121.958	107.782	140.227	136.905	122.396	103.454	110.257	100.001	128.571	115.236	108.063	109.92	141.669	131.186	116.998	130.855	115.452	137.777	127.066	127.598	125.891	120.506	127.695	129.132	112.14	116.512	111.078	140.872	129.602	134.811	118.294	125.593	124.786	122.786	118.673	113.927	124.554	116.998	129.344	134.367	109.462	131.918	122.84	123.19	148.095	115.183	112.515	135.502	119.041	121.292	138.122	101.058	135.375	125.034	153.524	131.126	125.07	118.074	133.616	141.875	110.614	126.719	121.696	124.911	135.672	131.013	117.369	
Sim #69	124.552	117.045	125.518	120.426	119.913	123.976	126.613	112.148	99.798	115.63	119.992	101.574	117.23	123.621	130.9	138.026	124.514	119	128.506	112.984	114.074	109.683	128.162	106.195	118.59	106.933	118.594	118.728	119.254	131.26	113.203	129.794	118.098	120.737	107.174	139.785	139.766	123.565	102.882	112.565	99.2835	129.084	115.305	107.279	110.662	142.596	131.096	116.394	132.426	116.809	137.793	127.288	128.014	126.623	120.549	129.689	130.57	113.968	115.973	110.572	140.939	129.942	138.641	117.24	123.639	126.585	122.414	119.133	111.182	127.329	116.967	128.957	137.277	109.039	132.182	123.354	126.416	147.431	115.645	111.716	132.622	116.272	123.697	137.407	102.555	136.592	124.841	156.285	130.493	123.422	119.675	134.783	141.443	111.057	127.901	119.802	125.346	134.371	132.113	116.41	
Sim #70	123.486	118.64	125.307	120.752	118.588	125.757	124.809	110.286	102.059	115.558	119.11	101.318	117.669	123.033	134.21	137.636	123.552	117.225	128.857	113.35	115.224	111.038	127.784	109.31	119.02	108.331	118.226	120.504	121.661	130.31	113.303	129.734	116.397	121.185	108.496	137.088	141.568	123.345	101.378	113.275	97.9809	129.169	115.743	107.316	108.189	143.068	131.221	117.569	131.506	118.165	139.102	128.702	131.257	124.937	118.439	130.75	131.825	114.943	113.862	106.894	143.976	131.599	138.286	115.811	124.054	125.818	122.843	118.665	111.701	130.514	118.097	128.919	135.127	108.455	130.799	121.32	128.117	146.026	118.918	112.143	132.195	118.364	123.584	135.773	101.975	133.808	125.841	159.067	128.903	125.862	121.065	136.54	142.658	108.162	128.256	121.727	127.88	135.524	132.512	115.441	
Sim #71	121.436	115.569	124.117	119.779	120.614	126.314	124.515	109.722	104.719	117.954	119.052	103.199	116.416	124.508	133.217	138.049	123.794	119.178	130.053	114.349	117.053	110.548	126.745	111.969	120.528	106.896	120.467	123.554	123.282	131.422	114.825	132.017	114.312	120.941	108.667	136.434	143.145	123.347	100.779	114.203	99.0028	130.811	114.398	106.366	109.234	144.003	129.382	120.67	134.077	119.43	136.296	129.469	131.702	125.67	118.092	130.159	129.63	113.711	115.29	106.14	147.439	133.895	136.738	114.653	121.905	124.075	124.17	117.413	112.908	128.594	119.827	131.325	134.749	108.714	130.118	124.909	130.796	145.068	119.609	110.376	132.105	118.592	122.126	135.329	100.406	135.055	127.292	157.024	128.983	124.978	122.637	135.559	138.957	106.765	127.426	122.013	127.224	131.451	134.567	115.139	
Sim #72	122.938	117.521	124.381	119.536	121.98	126.207	122.958	110.81	105.241	117.73	119.825	104.638	117.186	124.655	132.775	137.601	127.55	116.862	129.401	115.2	119.406	110.149	125.62	113.594	121.119	107.648	118.975	123.257	123.204	131.909	116.789	130.915	114.889	121.202	111.331	135.286	144.86	122.161	99.5406	114.454	97.9158	133.54	115.309	107.238	107.957	145.399	128.804	120.685	135.968	121.326	136.839	131.322	133.032	125.383	118.93	133.106	129.249	114.23	115.375	109.259	148.869	135.842	135.926	116.3	122.978	129.956	122.893	116.331	115.93	127.286	119.636	131.017	135.081	108.913	130.625	124.716	129.424	144.544	119.592	109.727	131.214	118.662	123.521	138.111	102.08	133.734	127.125	156.707	127.852	124.204	123.314	134.326	138.8	106.359	129.195	121.343	126.985	131.767	136.168	115.712	
Sim #73	123.053	117.7	126.254	116.08	121.179	127.084	121.486	109.999	102.833	117.386	118.184	105.993	117.883	127.767	133.225	136.522	129.303	115.94	131.806	114.863	119.993	109.173	123.846	112.057	122.181	107.172	117.925	124.638	121.177	129.822	118.156	132.145	115.289	120.533	113.5	135.984	147.906	120.095	99.2033	113.133	97.4078	133.413	115.272	108.028	107.581	143.799	127.252	120.275	136.07	124.97	141.091	132.023	132.477	125.232	117.66	134.023	128.91	115.506	115.968	107.978	149.919	133.394	135.312	116.567	120.069	132.008	119.012	113.932	117.238	129.677	118.593	129.641	137.673	109.176	130.221	127.221	132.273	142.741	120.85	110.494	131.665	117.554	122.616	135.236	103.207	134.743	127.144	157.502	130.03	123.842	126.343	138.249	139.792	105.492	127.804	122.073	126.57	130.737	136.613	115.699	
Sim #74	123.558	119.594	127.856	116.009	122.645	126.109	120.577	108.052	103.231	117.169	117.863	103.218	116.936	127.57	134.541	135.667	130.344	115.401	132.648	114.967	120.631	109.115	125.726	112.905	122.562	106.939	116.014	125.495	124.072	129.045	117.8	131.04	114.128	119.398	112.447	136.457	150.097	120.856	99.2295	114.456	98.1296	132.47	114.148	111.397	105.936	146.538	126.839	120.26	136.004	127.046	144.308	130.022	134.53	123.961	118.891	134.825	128.812	114.833	117.507	109.163	152.424	132.758	135.417	116.595	121.597	133.946	119	113.094	117.866	131.668	117.801	128.659	136.684	107.335	128.5	125.776	133.96	141.157	120.408	109.461	133.351	117.486	124.323	135.403	103.636	137.279	125.682	154.739	128.07	121.441	123.514	139.231	139.505	104.15	127.669	122.884	124.028	130.944	135.14	114.857	
Sim #75	124.692	117.462	126.872	116.65	121.708	126.651	119.712	107.586	102.747	116.667	118.783	103.534	118.816	126.337	133.38	137.61	131.253	116.859	133.23	114.59	122.88	109.541	128.242	114.467	123.638	109.775	117.329	123.483	124.83	132.295	118.76	128.745	117.245	121.318	111.442	136.341	151.213	120.025	97.0314	113.044	99.6168	131.379	114.158	112.334	106.927	147.511	127.82	118.468	135.669	126.26	145.609	128.328	134.892	124.067	118.84	132.655	128.276	114.469	120.19	107.822	154.418	132.3	135.816	117.08	121.83	133.581	120.245	111.463	115.675	132.213	118.152	130.451	139.199	107.061	129.182	128.18	134.074	142.473	121.185	111.977	132.727	116.145	125.038	136.184	103.861	137.706	126.158	152.902	125.549	122.904	122.921	138.502	138.413	105.17	129.557	123.898	123.891	133.381	134.187	115.123	
Sim #76	125.17	115.978	126.458	118.171	122.333	126.411	120.596	107.19	101.815	116.113	119.494	102.801	118.294	127.308	132.002	136.648	132.748	117.031	131.966	115.847	124.749	108.281	130.823	115.219	123.102	109.156	119.599	124.717	126.755	134.828	117.547	130.337	116.912	120.855	111.987	136.798	149.868	119.863	96.3542	113.957	99.9096	132.187	113.753	111.906	107.457	148.032	127.298	120.084	136.478	127.084	144.738	129.699	137.137	122.453	122.326	133.971	128.555	114.565	120.385	108.02	154.372	130.146	134.162	117.235	125.55	133.625	123.425	110.317	113.146	132.395	116.734	130.986	137.772	107.198	128.055	126.65	134.779	142.689	121.452	110.772	135.391	115.826	124.53	138.267	103.297	136.686	126.046	153.82	128.574	121.703	122.803	139.049	141.356	103.428	129.471	125.484	125.037	133.165	134.757	116.087	
Sim #77	123.863	114.932	126.991	117.578	122.072	126.675	122.241	106.357	102.239	113.908	118.448	103.072	120.518	129.709	131.341	137.044	132.159	116.639	132.511	116.423	125.477	110.012	131.862	116.219	125.808	111.808	119.179	125.459	128.265	133.227	116.461	131.413	116.366	118.599	114.353	137.246	148.428	120.675	96.5713	114.134	99.2377	133.783	114.096	113.51	110.776	150.966	128.556	118.536	135.448	128.654	143.902	127.297	136.145	119.881	118.703	132.381	130.857	115.069	122.099	107.716	154.113	128.446	135.958	116.302	124.86	134.782	125.591	111.502	113.194	131.184	118.191	131.776	135.95	107.767	129.846	127.279	133.343	141.989	122.957	109.254	137.577	116.332	123.707	137.047	101.498	137.223	127.902	152.043	128.929	121.604	124.334	137.449	139.071	103.117	129.304	126.159	123.466	132.034	135.551	117.44	
Sim #78	123.844	114.982	126.88	115.709	120.312	126.134	119.931	107.116	101.19	114.447	117.992	102.112	121.655	129.029	131.327	138.651	135.295	116.511	129.166	113.754	125.756	109.685	132.586	115.166	126.989	109.252	118.576	124.413	129.268	135.579	116.894	127.042	116.698	120.259	114.421	138.749	148.837	122.14	96.0703	115.684	100.781	132.598	112.42	112.284	108.7	153.918	132.483	119.286	134.23	128.847	144.039	125.925	139.154	119.95	119.271	131.111	132.999	115.922	121.351	107.22	156.75	127.487	135.714	116.677	124.023	133.396	126.056	111.809	111.122	127.743	119.284	134.914	136.539	107.063	127.265	128.823	130.174	145.135	125.361	107.822	136.47	116.378	123.563	139.659	100.205	136.93	128.682	153.761	129.225	123.577	125.603	138.21	141.759	103.143	129.691	123.045	123.667	134.921	137.392	116.698	
Sim #79	123.524	114.397	129.363	113.405	120.736	125.803	118.372	105.369	101.378	115.296	119.458	100.189	121.553	131.592	129.456	136.6	133.029	117.712	131.352	115.407	125.242	108.239	135.624	115.698	126.749	111.57	120.899	123.548	131.593	136.351	118.55	127.198	116.154	122.838	114.976	138.406	148.949	123.665	96.6365	114.387	101.858	133.167	113.923	111.314	109.485	155.918	133.862	121.854	136.111	129.216	146.208	123.204	137.498	121.528	120.742	129.234	133.783	113.43	121.677	107.546	158.064	127.636	134.298	117.771	123.131	135.782	125.254	113.108	109.907	129.024	120.811	133.68	137.048	107.821	128.953	128.683	132.283	145.49	124.365	108.642	136.801	116.339	122.613	138.91	99.2026	135.727	128.53	156.228	132.08	123.387	127.724	140.941	143.648	104.786	129.498	122.212	121.485	135.93	137.634	115.066	
Sim #80	124.989	117.219	130.45	114.362	118.495	127.686	117.883	105.773	101.944	116.956	118.086	100.095	122.313	132.373	129.858	135.827	130.511	116.285	129.102	117.183	126.093	107.695	132.869	118.506	127.84	113.027	121.643	121.25	134.521	137.309	118.643	127.862	118.665	123.85	116.817	139.91	151.136	123.661	98.2878	115.039	102.32	131.391	114.012	111.725	109.668	155.976	135.293	122.88	137.407	129.91	145.174	126.958	139.064	121.519	120.614	128.884	133.721	112.936	119.85	107.482	159.51	127.41	132.523	118.74	122.86	135.139	124.776	113.123	112.297	128.771	123.085	133.876	140.055	110.083	128.118	131.944	131.775	146.149	125.302	109.047	135.879	117.035	120.778	141.911	99.9444	136.444	127.692	157.986	132.517	122.252	128.147	140.305	140.985	104.653	128.943	121.857	120.447	138.89	137.532	115.236	
Sim #81	125.564	114.87	129.657	113.272	118.191	127.825	116.254	105.92	103.915	115.025	117.824	99.9027	121.179	132.608	130.225	134.641	132.212	116.126	129.639	114.582	125.52	110.491	136.629	118.397	129.64	113.87	120.351	120.926	132.143	136.479	120.554	125.916	119.797	122.187	118.064	139.3	149.531	124.515	98.2204	116.17	102.71	131.47	115.405	112.054	112.307	157.397	135.739	123.416	137.116	128.507	143.695	129.012	138.826	122.228	120.569	129.358	136.185	114.27	119.338	110.522	161.835	127.286	133.067	120.015	122.593	135.888	125.128	113.62	113.158	129.135	123.542	131.884	136.583	110.662	130.418	132.839	133.087	144.986	124.275	112.336	137.895	118.983	119.696	143.967	101.26	137.75	126.963	157.332	133.256	124.078	125.363	137.711	142.23	104.772	128.86	123.37	121.92	137.053	138.928	116.899	
Sim #82	126.825	116.133	132.951	114.439	118.699	126.899	116.307	104.625	105.028	117.005	117.446	99.8991	122.136	132.682	130.66	132.391	129.9	117.168	130.12	114.255	126.588	110.244	136.355	119.33	127.279	115.286	119.171	121.295	132.047	138.939	120.964	127.996	119.908	121.722	119.057	139.057	150.839	125.093	99.3575	114.616	101.634	129.524	116.912	112.222	112.021	157.704	135.502	125.489	135.664	129.62	144.29	130.343	140.668	124.11	120.429	129.036	136.172	116.263	119.108	110.274	161.455	127.772	131.138	120.397	123.707	132.081	125.603	111.859	113.544	129.495	125.174	133.228	138.487	114.681	131.007	132.3	134.186	147.902	123.238	113.392	137.171	118.775	119.722	145.224	99.8311	141.635	127.722	158.21	131.114	123.665	126.903	138.123	141.119	105.566	128.279	122.988	121.357	137.753	140.555	119.059	
Sim #83	127.232	115.88	131.816	115.435	119.304	127.999	114.518	104.513	104.669	118.89	117.742	102.908	121.737	131.116	132.992	131.129	131.462	116.311	131.229	112.998	127.865	110.506	133.11	119.179	125.928	113.023	120.362	120.467	132.19	137.672	120.708	128.221	117.965	120.884	119.511	140.609	149.377	125.494	99.94	115.182	101.339	130.634	118.601	116.119	110.695	157.505	136.818	123.359	138.674	129.089	140.299	131.586	140.031	124.577	117.657	129.766	134.604	114.238	119.087	107.645	157.401	128.268	131.56	120.541	125.298	132.891	126.426	109.712	115.195	130.882	125.93	134.212	136.92	114.347	129.292	131.17	135.062	148.226	123.783	114.026	137.797	118.116	119.664	144.483	101.533	143.346	128.602	159.131	131.927	124.322	128.91	141.32	143.195	105.725	128.725	124.602	122.654	137.945	141.427	120.217	
Sim #84	126.821	115.555	130.118	116.253	121.037	127.333	116.92	105.29	105.835	121.031	117.52	103.193	120.384	129.652	132.489	129.605	132.446	115.666	129.685	114.304	127.993	109.328	133.502	117.642	127.047	113.038	118.687	121.78	127.839	135.806	120.997	128.437	118.885	123.308	121.533	142.514	151.815	125.092	99.4283	115.62	98.7577	130.647	118.751	115.073	111.03	157.809	136.579	122.28	138.3	129.536	141.071	128.292	141.614	125.294	114.877	129.23	132.035	114.933	118.887	108.254	160.354	128.025	130.782	120.872	126.505	133.382	122.871	110.542	116.223	132.347	125.692	136.786	136.754	114.821	130.29	130.72	135.053	147.4	124.944	114.652	136.339	118.104	120.149	143.452	100.418	141.406	124.049	158.492	131.906	124.079	128.631	140.188	144.668	104.548	128.914	125.201	121.283	134.401	145.936	123.448	
Sim #85	125.897	115.039	131.787	118.59	123.844	126.673	117.301	107.776	104.603	121.745	119.43	103.827	121.921	130.081	133.43	129.937	133.095	114.47	129.908	116.555	126.242	110.232	136.114	115.591	126.639	113.687	118.383	121.322	127.059	136.103	118.653	127.218	119.358	123.105	119.31	143.78	153.76	124.854	99.9298	115.932	97.3498	128.637	118.879	115.804	110.567	161.164	136.15	121.698	136.528	130.15	139.29	129.49	142.029	127.164	116.194	131.733	129.858	115.185	116.632	109.533	160.416	127.03	131.008	120.937	126.246	133.277	122.632	111.483	116.809	132.439	125.572	141.14	137.874	114.219	128.878	131.971	134.846	146.744	124.567	113.153	134.605	119.068	120.107	142.401	100.557	137.91	127.257	156.932	134.428	126.479	127.315	140.672	142.755	105.6	130.254	128.056	120.686	135.111	144.375	123.513	
Sim #86	125.213	116.762	131.486	118.791	121.497	127.841	115.338	108.832	104.969	120.72	121.545	104.48	123.243	128.324	134.461	131.637	131.295	113.062	133.628	117.951	125.312	112.831	139.927	117.384	128.295	114.24	118.437	123.021	125.999	139.355	117.768	128.589	118.079	122.73	119.313	142.143	154.179	125.153	98.507	117.815	95.9396	127.992	118.408	115.379	112	160.33	134.42	122.507	137.381	131.678	138.03	130.131	144.966	125.968	117.89	132.494	127.68	112.542	115.367	108.171	160.294	123.073	132.511	118.932	124.644	133.757	121.426	110.367	116.501	133.31	124.713	142.26	136.843	113.617	127.623	128.936	132.265	145.67	126.956	113.267	135.741	120.269	121.092	141.135	99.7264	137.327	126.473	156.136	134.738	126.513	127.276	138.078	141.329	106.065	129.175	127.502	120.62	134.731	142.887	125.884	
Sim #87	126.66	118.728	135.466	117.185	121.553	127.371	116.162	109.942	105.986	121.898	119.438	102.828	122.611	126.093	133.646	130.448	129.933	111.505	134.197	118.111	124.754	115.965	140.397	117.31	128.173	113.043	117.84	121.717	124.485	138.479	119.045	129.61	117.009	122.965	120.31	136.693	156.213	126.759	98.2057	118.372	93.9957	130.046	117.852	116.376	109.984	160.089	133.587	122.491	135.883	131.723	138.01	130.604	147.123	127.123	117.372	131.975	126.778	110.05	116.511	107.399	161.274	123.408	133.559	118.839	127.245	135.214	119.537	112.669	116.644	134.322	124.042	141.615	136.285	114.045	126.545	128.909	132.49	148.301	126.312	112.519	134.879	121.116	120.115	140.151	101.576	137.254	124.849	156.39	134.225	128.198	126.78	138.21	141.999	106.034	129.811	129.296	120.733	134.546	143.187	127.021	
Sim #88	127.224	119.513	133.565	119.345	119.727	126.53	113.283	111.546	106.762	121.313	119.389	103.638	121.91	126.751	135.467	129.47	128.696	110.937	134.418	117.785	124.612	118.256	138.807	119.086	126.459	112.684	120.023	121.288	123.632	137.481	118.003	128.571	115.957	120.924	118.713	137.864	153.683	127.942	99.4069	117.561	95.9077	130.521	119.512	115.994	109.279	162.614	132.05	121.511	134.925	132.378	137.729	131.466	148.944	124.497	116.211	128.461	126.374	109.086	115.697	108.681	162.084	123.818	133.719	119.502	129.564	137.854	121.253	110.681	116.844	132.772	124.558	141.081	135.458	114.939	126.238	128.96	134.638	149.587	124.359	113.158	134.813	120.467	117.549	140.856	101.883	138.362	125.374	158.003	136.099	128.054	128.364	138.729	142.731	107.319	129.404	126.728	119.371	134.079	142.109	128.487	
Sim #89	124.553	117.428	132.963	120.981	121.185	126.051	112.512	110.481	105.631	122.459	120.948	103.154	119.69	126.733	136.762	128.556	129.619	112.531	135.8	118.44	126.219	114.754	140.386	118.348	126.239	112.066	121.646	120.107	123.009	136.133	119.644	127.611	115.677	121.289	120.662	139.26	153.829	128.471	100.291	118.218	94.6208	131.261	119.115	117.071	110.155	164.02	134.471	123.062	135.55	131.768	137.79	131.212	149.825	122.388	118.258	131.268	126.303	110.901	116.639	110.024	160.862	122.805	135.903	116.17	128.142	138.096	121.147	112.119	116.194	134.662	124.965	142.797	135.672	115.758	126.743	129.974	138.417	148.012	122.755	112.893	133.01	120.595	120.434	143.123	102.235	139.189	126.051	157.568	138.671	130.263	127.597	136.977	142.098	103.2	128.655	127.348	121.946	135.161	142.454	125.919	
Sim #90	124.804	116.633	136.579	121.355	122.073	125.025	111.791	109.157	105.109	122.796	119.318	104.137	120.214	125.683	134.123	128.075	127.903	113.91	138.345	120.079	124.639	114.225	138.524	118.091	126.782	112.918	123.767	120.764	121.422	135.515	121.311	125.801	116.414	120.85	119.158	138.854	156.984	127.499	101.723	120.538	96.1551	133.059	118.631	115.855	111.805	164.004	134.626	123.874	137.052	131.701	136.32	127.603	150.766	122.834	117.232	128.653	124.82	111.638	116.87	109.372	160.131	121.763	136.372	116.877	127.666	140.541	119.527	110.286	114.451	136.744	124.854	143.509	136.83	113.014	127.586	127.572	138.48	149.113	123.92	112.842	130.843	120.184	123.314	142.69	102.747	140.059	125.581	159.606	138.402	129.554	130.537	136.425	140.083	104.987	128.989	124.632	122.288	135.447	144.983	125.915	
Sim #91	123.128	116.17	136.599	120.602	121.431	125.132	109.816	110.139	102.553	121.845	119.036	105.912	121.762	124.827	133.347	128.481	128.356	114.054	138.165	120.537	123	114.17	136.406	118.549	129.982	112.497	123.049	121.148	122.386	136.627	125.344	127.459	117.037	123.505	120.793	138.464	155.99	129.129	103.422	120.617	95.8839	133.171	119.111	116.646	111.985	164.237	136.851	124.121	136.24	132.779	138.389	128.251	152.093	124.391	119.55	128.146	123.33	110.861	116.523	106.755	162.592	120.585	138.923	119.015	126.17	141.652	119.617	110.487	114.458	137.591	124.616	141.404	136.878	112.818	127.584	128.221	139.11	148.213	125.283	113.211	134.316	120.396	123.67	143.252	102.352	137.404	124.561	158.579	138.342	129.158	128.344	138.771	140.794	106.278	129.231	122.576	124.216	136.644	147.127	129.388	
Sim #92	123.191	118.143	135.903	119.664	120.842	126.073	108.712	111.272	102.666	120.038	119.58	105.517	122.326	126.995	134.183	129.199	129.998	114.831	139.146	119.952	122.411	110.949	136.344	118.782	130.095	112.838	122.226	120.808	121.191	134.446	125.191	129.265	119.234	123.593	122.017	140.984	155.382	129.21	101.142	119.722	95.7439	133.793	120.017	116.052	112.11	167.046	135.454	121.25	134.489	133.789	139.216	125.005	152.151	123.167	119.86	126.522	123.392	112.582	117.414	106.486	158.935	123.705	135.293	118.075	126.755	144.807	122.897	110.147	116.132	140.558	127.864	142.911	138.842	112.947	128.698	127.432	143.935	148.496	124.231	111.771	134.545	122.693	122.8	144.305	103.919	136.668	126.072	158.611	135.225	128.019	128.085	137.585	140.678	106.763	127.978	120.986	124.625	139.493	148.283	132.124	
Sim #93	123.251	115.862	137.977	121.396	116.996	126.732	108.724	110.046	103.314	118.596	120.859	105.419	121.842	124.811	134.636	127.786	132.045	115.069	137.536	120.144	122.921	111.565	136.046	117.323	131.304	113.371	121.904	118.357	121.813	135.696	126.206	127.544	120.71	122.698	120.794	140.295	155.283	128.426	102.742	117.836	95.4397	136.597	117.951	116.192	108.26	163.766	136.535	120.534	134.256	135.028	137.288	123.077	151.872	121.963	119.905	125.398	124.982	112.264	119.082	107.66	159.522	124.172	134.908	120.926	125.933	145.39	122.881	110.971	115.252	142.639	127.25	143.954	140.225	114.859	127.869	127.249	143.223	154.8	122.636	110.361	136.174	125.807	122.848	141.312	105.486	137.791	124.728	159.827	133.921	126.948	128.594	135.939	139.028	106.183	127.411	124.089	127.055	140.373	148.284	132.376	
Sim #94	121.579	116.147	138.299	123.075	118.076	128.358	109.002	110.569	102.656	116.597	119.999	105.192	122.079	127.891	135.784	129.514	131.211	116.877	137.547	122.594	125.157	109.603	138.159	118.208	131.409	112.321	122.867	118.161	122.411	135.328	125.938	128.081	119.419	121.739	117.835	138.812	159.095	127.976	102.345	118.455	95.7336	133.941	120.331	116.711	106.18	162.823	138.857	121.497	137.202	136.117	138.217	123.516	151.918	122.016	118.802	125.81	126.578	113.136	117.986	107.652	158.336	123.135	137.229	121.498	123.353	143.252	122.721	110.234	114.098	143.669	126.044	146.269	139.032	113.901	126.717	128.111	144.46	156.052	122.739	110.853	133.141	128.001	125.081	139.854	105.245	136.388	126.039	162.431	136.228	124.157	126.859	133.567	133.154	108.606	124.684	123.282	128.547	139.757	151.199	131.504	
Sim #95	119.732	118.11	140.956	123.237	118.357	129.266	110.169	112.689	102.815	116.858	119.14	105.617	122.248	129.964	131.73	128.192	128.884	118.263	136.553	122.79	128.195	109.556	138.473	117.946	131.21	112.442	125.016	117.001	124.326	134.861	124.755	130.279	120.472	122.577	118.224	138.888	161.034	128.399	104.433	118.894	96.4147	131.572	120.98	116.558	106.527	163.376	139.695	121.12	137.859	138.315	143.874	124.208	151.309	119.819	119.147	128.145	126.18	114.915	117.928	107.397	157.138	123.344	136.323	121.178	123.875	144.026	123.759	110.917	116.009	142.798	127.418	145.343	138.403	114.704	126.994	128.616	142.683	155.307	126.242	111.628	133.713	128.035	126.094	139.724	104.012	131.74	129.808	163.939	134.235	123.082	129.181	135.03	133.217	107.437	123.862	121.167	125.763	142.109	148.054	133.613	
Sim #96	120.013	117.725	142.882	124.935	117.177	128.593	111.299	113.732	103.219	116.073	121.243	106.185	122.356	129.728	130.317	128.451	127.165	117.869	136.945	122.809	127.806	110.002	139.683	116.477	132.065	111.934	124.58	117.294	122.928	137.992	124.227	130.92	120.51	120.954	119.988	139.051	165.835	127.492	105.809	118.97	98.0658	131.648	120.474	115.839	106.549	159.003	139.431	122.68	136.494	135.566	145.622	125.533	151.764	119.755	119.245	128.161	124.102	112.63	117.691	105.555	157.77	124.02	134.933	122.424	128.574	142.387	124.623	109.287	117.368	143.637	127.317	146.225	139.791	116.722	128.711	128.577	143.533	156.245	125.417	112.168	134.318	127.954	124.325	140.168	103.207	133.045	130.538	160.508	135.554	124.868	128.085	134.884	132.21	107.317	123.575	120.428	127.766	142.176	149.782	133.058	
