	Day #1	Day #2	Day #3	Day #4	Day #5	Day #6	Day #7	Day #8	Day #9	Day #10	Day #11	Day #12	Day #13	Day #14	Day #15	Day #16	Day #17	Day #18	Day #19	Day #20	Day #21	Day #22	Day #23	Day #24	Day #25	Day #26	Day #27	Day #28	Day #29	Day #30	Day #31	Day #32	Day #33	Day #34	Day #35	Day #36	Day #37	Day #38	Day #39	Day #40	Day #41	Day #42	Day #43	Day #44	Day #45	Day #46	Day #47	Day #48	Day #49	Day #50	Day #51	Day #52	Day #53	Day #54	Day #55	Day #56	Day #57	Day #58	Day #59	Day #60	Day #61	Day #62	Day #63	Day #64	Day #65	Day #66	Day #67	Day #68	Day #69	Day #70	Day #71	Day #72	Day #73	Day #74	Day #75	Day #76	Day #77	Day #78	Day #79	Day #80	Day #81	Day #82	Day #83	Day #84	Day #85	Day #86	Day #87	Day #88	Day #89	Day #90	Day #91	Day #92	Day #93	Day #94	Day #95	Day #96	Day #97	Day #98	Day #99	
Sim #64	191.127	181.325	198.954	183.952	181.846	181.346	184.705	174.85	149.463	177.259	174.111	165.712	179.772	177.229	176.415	206.861	192.366	190.033	179.138	185.893	181.509	165.264	183.182	166.729	176.652	179.164	192.838	165.038	172.288	194.474	192.131	196.344	182.822	171.641	189.51	204.874	196.189	221.972	173.762	181.432	181.275	185.744	187.421	179.08	184.979	157.911	204.883	189.245	184.32	180.435	231.378	208.854	171.086	199.563	162.77	171.405	196.524	166.502	173.426	187.55	178.843	199.845	184.394	185.751	177.793	192.148	196.272	174.535	150.488	178.3	218.979	193.571	194.774	178.529	195.033	193.078	197.506	191.966	196.057	192.422	176.043	202.54	176.222	200.976	225.39	162.891	210.822	189.556	210.275	193.554	189.83	193.216	198.054	217.87	163.246	192.772	188.232	186.803	203.496	
Sim #65	190.373	182.506	199.728	183.166	182.77	180.429	187.273	177.019	151.201	176.61	170.495	163.923	180.798	177.502	179.378	208.111	190.001	188.349	177.581	183.889	180.616	163.9	182.396	165.604	178.099	178.277	195.554	164.728	173.091	196.115	192.771	196.375	182.03	173.527	191.606	202.851	199.874	220.105	173.703	182.028	180.238	183.769	184.31	176.694	185.102	160.147	206.878	188.816	184.747	177.52	232.554	210.228	171.351	201.835	162.714	169.423	200.394	166.013	175.737	184.701	181.526	200.624	184.278	181.321	178.198	193.926	200.379	175.025	148.588	180.271	217.789	191.906	196.131	180.937	194.756	194.307	198.983	194.888	199.376	195.88	173.941	200.59	175.349	201.055	228.461	164.052	209.143	190.663	208.061	197.913	191.987	189.237	203.452	217.683	161.32	193.306	185.549	187.582	205.187	
Sim #66	192.374	181.329	199.032	181.657	181.136	180.86	183.406	182.36	150.469	175.245	171.526	162.588	180.408	175.073	180.056	206.972	188.501	189.889	175.067	180.353	184.353	162.549	183.5	168.438	179.898	177.73	196.762	165.661	172.315	197.627	194.858	198.59	183.07	174.311	191.935	200.282	199.278	220.993	170.504	183.71	177.795	182.164	185.276	175.649	185.594	163.108	208.382	189.15	187.279	178	231.254	209.127	173.418	200.478	165.955	167.756	202.615	163.294	177.99	183.952	182.359	198.694	186.157	183.33	177.881	193.271	203.426	171.052	149.912	177.424	219.017	193.882	199.091	182.643	195	194.341	195.608	199.994	201.018	194.995	174.137	198.261	175.367	201.003	230.354	166.086	210.208	190.492	210.281	198.457	190.282	188.43	204.83	219.167	160.782	192.183	188.348	188.225	206.889	
Sim #67	192.166	182.335	200.131	181.712	181.215	181.267	179.96	183.351	151.922	177.369	171.317	162.228	182.909	177.576	182.09	204.708	189.856	190.479	176.151	181.672	184.569	163.796	184.121	168.195	177.999	180	193.699	165.464	172.249	195.554	191.563	196.421	184.649	177.137	193.331	203.377	197.143	219.126	167.962	184.359	175.618	183.823	183.505	175.386	185.742	165.094	211.895	187.697	186.772	176.25	229.954	211.507	173.655	196.246	164.405	167.727	203.298	163.851	176.647	181.567	187.129	197.165	185.676	183.526	179.494	190.497	200.203	173.805	152.666	177.843	217.293	193.777	197.961	181.236	198.097	195.952	196.569	200.116	199.093	192.234	173.103	199.85	176.727	201.798	229.307	163.942	212.114	189.376	213.448	198.918	190.174	188.299	203.875	218.792	159.597	194.693	188.795	191.788	205.088	
Sim #68	193.939	179.322	199.922	183.151	178.297	182.069	183.157	185.417	151.972	176.631	170.968	160.471	182.451	177.783	179.795	203.884	189.912	191.088	179.353	179.432	180.562	166.127	188.486	170.871	178.984	181.27	191.189	163.672	170.348	194.948	190.329	199.661	187.92	175.557	195.311	200.545	198.244	219.493	167.504	185.184	175.355	187.225	179.751	176.484	186.609	165.601	216.232	186.003	188.567	175.433	229.034	206.031	174.073	198.618	163.532	169.216	201.79	163.397	172.613	180.59	191.731	199.941	188.156	180.271	179.921	189.813	199.443	172.389	154.606	179.21	220.18	195.629	199.113	180.51	196.603	194.818	195.484	200.999	200.504	189.97	174.047	198.71	178.413	201.771	227.833	166.564	217.698	188.408	215.716	203.029	193.071	190.51	204.66	217.244	157.743	192.784	187.869	190.911	206.758	
Sim #69	191.474	178.993	201.092	184.353	181.84	187.569	188.325	184.99	152.251	177.425	173.638	162.572	183.325	181.03	182.476	208.088	189.864	191.479	178.666	183.832	182.912	170.28	190.455	169.626	179.324	183.13	187.289	163.824	169.128	198.848	189.477	198.231	186.092	176.511	191.792	207.214	202.116	221.19	166.883	183.233	175.605	185.869	181.607	175.078	188.986	168.653	218.256	184.314	187.041	174.714	224.926	206.863	172.073	200.799	164.041	170.259	204.388	163.222	172.513	178.168	196.261	201.038	191.049	180.391	179.631	188.588	201.978	173.624	154.863	178.779	218.744	199.334	198.595	182.224	197.925	193.227	195.261	207.496	199.419	191.678	173.702	198.659	179.613	203.344	226.328	164.899	220.178	189.489	214.929	203.691	192.834	192.35	202.515	221.567	159.206	192.632	188.953	190.616	201.027	
Sim #70	189.991	182.366	200.343	184.275	181.517	186.756	190.166	184.867	151.86	178.712	176.029	163.333	185.333	183.76	183.741	208.733	190.366	192.29	179.05	184.291	180.623	173.014	190.387	168.451	175.604	183.072	190.282	162.171	169.249	203.561	192.513	198.592	190.986	175.885	186.756	206.194	203.127	219.987	165.899	184.861	174.191	186.194	181.001	172.162	188.247	169.157	225.388	186.321	185.74	173.503	224.109	204.942	175.911	201.769	163.705	169.186	201.109	162.799	170.814	180.84	198.171	204.017	187.079	183.227	179.197	189.639	199.293	172.256	156.203	179.131	218.858	195.038	199.585	180.559	201.191	193.656	196.525	206.583	199.81	193.67	173.663	196.231	178.754	201.86	224.503	165.142	217.454	190.735	216.083	204.783	191.224	195.398	203.592	218.286	156.789	195.31	190.153	190.074	201.514	
Sim #71	187.099	184.705	197.07	183.072	180.023	186.462	188.695	184.444	151.369	175.64	175.197	162.572	186.734	183.06	182.107	212.306	188.588	189.225	180.238	183.867	182.655	173.081	191.709	172.539	174.074	183.715	190.026	161.726	166.871	204.843	191.496	202.062	188.369	176.396	188.917	204.945	205.15	220.944	167.028	186.775	177.547	187.095	181.098	171.867	190.9	168.025	223.818	186.379	187.651	174.795	224.392	202.846	175.598	204.495	165.441	168.963	203.106	164.855	167.429	179.041	197.33	200.32	188.636	186.442	179.557	186.961	202.819	173.55	155.963	178.217	219.037	192.273	202.793	182.315	203.341	196.12	197.281	208.277	207.704	192.197	174.223	193.3	178.965	197.896	223.095	163.908	212.505	184.5	217.29	201.768	193.908	196.035	207.361	222.238	156.382	195.226	191.643	186.567	200.091	
Sim #72	189.28	180.302	196.8	183.757	180.74	186.594	191.101	188.03	154.197	176.302	173.856	163.477	187.141	183.777	179.235	209.793	191.403	188.242	179.927	183.201	182.199	171.729	191.207	171.937	172.018	183.901	194.103	163.008	164.417	205.994	190.463	202.236	189.764	177.015	183.907	208.696	208.896	221.262	166.848	189.044	171.291	190.189	183.328	170.119	189.311	169.031	220.222	183.821	189.128	174.83	221.259	204.506	173.637	203.23	168.074	167.817	202.747	160.549	170.97	182.501	202.783	203.895	187.198	186.63	181.701	187.523	208.528	175.106	160.23	175.631	219.504	193.159	209.359	179.727	203.388	196.604	197.263	205.939	209.302	189.944	172.199	198.092	178.433	202.434	224.178	166.757	211.711	188.957	216.521	202.966	193.348	192.12	206.532	225.026	156.448	195.031	193.955	186.411	200.423	
Sim #73	189.481	183.158	195.104	184.253	182.344	187.777	190.742	188.375	155.918	174.083	176.684	162.551	187.579	186.209	182.241	207.707	195.528	181.752	181.965	183.066	185.742	172.293	188.662	171.418	169.585	183.523	191.598	164.511	167.011	209.031	194.584	202.127	190.021	177.468	186.037	204.432	207.999	219.676	167.898	188.26	170.25	188.088	182.121	173.607	190.783	171.385	220.126	183.789	186.762	172.886	219.9	207.657	178.37	205.338	172.652	167.795	200.392	161.971	170.689	185.734	201.163	201.674	193.794	184.954	180.53	184.954	207.232	174.589	159.56	178.196	216.152	193.498	209.624	181.773	206.172	197.612	199.196	207.117	208.415	190.128	170.216	198.444	178.76	206.959	227.565	167.256	211.647	187.913	214.586	202.976	194.337	194.344	203.028	221.197	158.788	195.609	194.96	188.046	203.919	
Sim #74	190.239	183.453	195.526	182.911	180.509	187.192	192.379	187.366	157.56	172.525	177.331	164.843	188.702	185.892	184.637	205.338	191.563	181.178	185.331	182.987	186.056	169.718	186.85	174.558	171.55	184.817	192.586	169.247	167.074	206.323	192.437	203.74	192.535	178.858	186.119	200.721	207.725	219.342	169.695	186.773	172.297	190.92	181.287	173.436	192.147	171.417	218.267	188.603	188.136	172.105	221.437	208.665	176.195	204.677	172.704	170.225	202.343	162.491	166.156	185.513	200.441	201.555	192.297	181.887	180.591	187.988	210.765	174.698	160.083	179.686	215.482	195.031	207.427	184.417	207.166	200.925	201.854	205.176	209.622	195.193	170.953	200.708	181.955	207.553	226.97	167.824	213.272	185.71	213.617	206.611	194.021	197.231	203.63	223.05	158.631	195.377	190.53	185.89	203.651	
Sim #75	191.894	186.224	198.294	182.601	183.402	189.72	192.193	187.478	159.059	172.683	174.541	163.728	185.163	184.005	186.544	208.927	191.944	180.54	187.635	183.136	189.817	166.367	189.447	174.666	170.83	187.659	192.467	166.734	167.77	203.702	191.131	206.578	193.12	179.347	187.96	204.097	210.589	221.579	173.208	185.353	173.226	193.29	180.77	172.911	191.13	172.651	218.674	187.265	188.736	170.027	220.307	208.704	174.109	209.478	177.296	169.18	201.934	162.358	168.708	183.748	201.29	200.028	195.756	183.39	179.71	191.129	214.786	176.392	160.329	180.399	219.772	195.522	207.031	186.933	204.67	204.434	202.811	206.54	211.265	194.047	172.095	196.597	186.269	206.238	227.843	168.636	214.496	186.469	213.98	207.092	197.537	196.872	208.036	221.477	158.828	194.637	189.369	186.204	202.086	
Sim #76	192.612	183.178	200.664	177.735	185.363	190.537	189.688	186.588	156.578	173.775	172.954	162.047	182.519	183.138	190.178	211.612	192.612	177.903	189.191	183.069	188.606	164.636	192.075	175.378	170.888	189.721	193.77	169.951	170.289	206.139	193.033	207.23	192.969	177.349	184.467	209.53	211.066	221.878	176.281	185.266	171.129	196.118	179.8	173.329	191.236	173.696	221.509	187.599	187.591	170.561	223.588	212.795	174.344	213.919	179.789	169.39	199.265	161.241	169.809	181.081	201.086	201.962	193.221	185.436	177.233	190.968	215.152	175.365	159.43	180.876	216.727	192.854	209.219	183.319	208.491	204.63	209.415	207	209.432	192.684	172.899	197.419	189.315	206.352	229.439	168.066	215.78	187.439	216.067	206.401	197.624	195.041	206.53	224.539	159.975	194.558	188.896	183.191	206.22	
Sim #77	190.783	181.065	199.269	177.668	184.269	190.423	189.31	183.749	157.732	174.125	172.204	164.301	181.754	183.861	191.757	212.921	192.747	179.426	190.621	182.309	190.292	164.737	188.809	175.513	172.644	189.673	195.64	169.915	170.367	205.531	190.188	206.728	190.721	176.674	184.591	210.376	215.961	223.196	175.254	187.356	171.101	197.045	179.39	176.581	192.134	173.029	222.715	192.483	187.795	172.55	221.564	216.449	171.82	211.165	181.218	167.334	200.024	159.45	169.794	180.533	203.74	199.985	193.031	186.747	176.039	187.653	216.564	179.863	159.532	181.68	213.953	192.769	211.502	179.959	208.46	205.32	207.023	204.368	206.613	187.565	178.106	198.285	189.398	209.868	225.066	170.484	212.024	186.827	215.556	209.112	200.103	195.023	207.231	226.725	160.229	193.781	191.105	181.774	207.689	
Sim #78	190.792	179.584	198.705	178.612	186.372	191.687	187.15	182.912	161.074	174.375	171.991	163.555	184.877	184.791	190.694	211.048	196.165	180.027	194.317	183.205	190.365	166.89	184.67	176.645	172.773	189.091	196.17	173.004	168.727	204.317	186.88	208.967	188.391	174.787	186.089	211.255	216.112	227.042	174.497	187.707	170.602	196.062	178.821	179.609	193.412	174.926	221.872	191.231	185.579	173.129	224.153	211.738	170.953	209.5	182.608	167.933	199.941	160.122	168.838	176.757	200.05	200.852	191.882	189.154	175.884	184.751	216.016	182.899	156.854	182.653	215.249	194.474	211.702	174.474	207.924	205.528	210.245	204.025	203.522	189.092	176.943	197.99	189.323	211.484	222.954	172.899	211.011	185.454	218.183	212.814	199.931	194.355	203.724	223.984	158.605	194.444	190.593	183.87	211.921	
Sim #79	190.372	179.692	199.519	180.805	185.086	190.358	185.106	184.628	164.996	174.307	173.299	163.184	183.784	184.904	195.076	210.419	195.577	181.327	199.225	179.968	191.098	165.443	186.165	176.008	175.507	191.26	196.501	178.609	169.524	203.232	187.78	212.846	186.598	176.461	182.552	208.999	215.454	226.061	174.528	185.3	170.858	195.233	181.19	176.81	195.175	175.643	220.85	194.146	188.46	177.055	222.437	212.41	173.005	207.696	185.291	167.632	196.712	163.238	171.113	176.702	198.88	201.44	192.988	184.547	174.778	187.413	217.435	184.023	152.559	183.561	214.754	193.121	215.896	170.999	208.448	206.466	209.228	207.805	202.283	185.956	179.183	199.848	190.33	208.771	222.805	172.566	212.659	187.575	216.922	212.472	203.167	196.643	203.942	221.951	160.114	194.745	192.948	183.117	209.359	
Sim #80	192.501	178.878	199.395	179.998	186.002	191.153	183.856	183.411	165.79	177.69	172.15	162.518	187.558	183.959	195.588	209.833	195.474	181.863	199.034	176.879	187.777	166.138	189.771	175.425	182.11	190.351	200.618	176.756	172.352	201.243	186.066	212.199	186.965	178.342	187.063	209.696	213.021	227.387	173.025	183.025	171.674	192.73	181.32	178.073	196.795	175.432	222.097	199.89	191.021	178.657	222.749	215	172.475	211.553	183.952	167.089	197.072	164.851	172.245	176.405	203.167	202.38	192.044	186.065	176.669	187.709	212.362	185.037	155.202	181.605	220.014	196.359	215.465	172.007	213.174	204.815	211.057	209.64	203.281	186.651	179.121	197.557	186.558	209.882	223.503	170.723	210.69	185.756	217.004	212.428	202.18	195.591	204.692	222.97	160.8	196.659	193.845	184.966	210.391	
Sim #81	193.359	183.001	203.051	177.377	185.671	190.854	182.668	180.432	162.3	177.411	172.104	162.17	186.796	186.686	197.906	206.373	194.012	179.534	199.111	176.062	189.497	167.982	188.143	172.975	183.632	190.447	203.469	177.079	175.502	201.696	189.244	217.353	183.486	179.187	187.197	212.727	213.923	226.015	171.157	183.245	172.105	191.412	185.077	178.959	197.968	174.828	225.012	201.254	190.743	177.816	221.736	218.8	177.787	212.69	182.569	167.682	195.797	161.7	174.69	179.195	204.159	201.293	189.457	187.004	181.811	189.411	205.17	186.993	155.73	178.913	216.98	196.961	214.239	171.226	211.092	201.95	210.421	206.809	204.807	185.686	180.322	196.521	187.529	208.973	217.452	169.529	204.061	187.601	218.588	208.025	201.646	199.805	202.332	224.079	160.786	195.185	197.979	183.083	210.703	
Sim #82	195.197	179.631	204.671	174.132	183.221	191.26	183.954	179.745	162.913	176.965	173.173	164.99	187.48	186.609	198.262	204.475	191.526	180.713	197.788	177.839	188.029	168.196	186.567	171.776	180.769	188.791	201.746	179.728	173.971	205.136	188.964	216.244	178.136	181.724	184.553	216.62	214.296	230.792	172.148	187.516	169.924	191.917	183.306	180.512	195.357	173.477	227.008	200.859	192.491	178.527	223.655	218.696	178.226	211.878	181.133	168.459	200.286	161.883	176.945	180.501	202.933	199.935	189.486	186.478	182.352	191.402	205.612	189.152	154.397	179.149	216.838	194.971	213.977	169.584	210.836	201.802	210.902	204.869	205.127	182.042	180.033	199.501	190.989	207.573	217.241	167.163	205.976	192.835	221.932	206.203	200.034	196.727	201.615	223.2	162.624	196.114	197.222	182.282	205.718	
Sim #83	195.814	181.497	203.555	175.527	183.855	190.539	186.315	179.165	162.235	176.695	171.006	167.155	185.663	185.82	199.808	203.312	192.048	182.849	199.503	179.554	191.782	173.257	190.234	168.452	180.246	185.078	198.192	178.046	174.608	204.462	187.966	214.849	175.944	179.285	188.412	221.286	218.295	225.671	169.985	188.809	170.452	190.247	185.656	178.934	195.483	176.191	226.735	207.687	192.679	175.734	225.99	221.576	177.916	209.086	177.021	170.44	199.628	159.932	178.209	176.547	203.815	204.987	188.03	187.983	178.197	193.379	207.11	190.805	154.226	181.235	218.257	198.633	216.381	169.548	207.364	203.731	213.232	202.399	204.802	181.358	182.202	199.594	192.101	205.817	219.176	169.119	211.28	193.878	223.884	209.535	198.519	196.396	204.866	220.305	156.857	195.58	199.833	182.225	206.765	
Sim #84	195.266	181.165	208.387	174.009	180.723	190.112	183.082	177.907	160.901	176.026	170.607	169.194	186.837	187.922	204.528	201.23	191.704	184.852	201.23	177.029	189.289	172.73	192.334	168.743	180.663	182.941	197.264	178.818	173.187	204.795	187.158	213.14	176.608	178.607	185.927	226.084	218.788	226.327	168.808	187.628	168.44	191.415	187.403	178.15	198.339	173.279	222.703	209.644	191.828	174.938	228.724	224.945	178.701	214.939	178.547	169.612	200.494	159.623	181.132	176.133	204.84	205.14	189.727	189.937	177.215	195.523	211.207	190.791	155.493	179.82	221.061	200.47	215.579	169.435	208.974	204.473	214.985	202.089	203.873	179.641	183.232	198.711	191.816	206.418	215.583	165.822	212.135	191.358	219.577	206.731	194.506	197.158	203.281	221.384	159.405	194.567	196.187	182.418	206.264	
Sim #85	193.983	180.728	206.776	175.704	180.327	192.786	180.908	179.119	161.553	175.285	171.876	165.113	187.904	188.163	203.163	200.74	190.933	184.672	203.362	177.422	189.496	173.686	193.269	168.155	186.481	180.595	194.807	175.703	174.184	203.523	188.275	215.45	175.644	179.417	183.695	233.552	221.572	231.515	167.683	188.634	169.581	192.886	187.351	177.491	201.152	173.239	221.871	211.209	190.005	174.774	229.353	221.661	178.114	216.777	179.973	170.941	198.586	157.923	181.408	177.465	207.371	206.752	189.01	186.108	171.305	197.643	211.312	188.459	154.457	178.466	218.479	201.18	214.952	169.216	212.559	203.894	216.841	205.09	204.263	181.864	186.413	200.294	188.905	207.679	212.943	167.577	212.667	191.356	220.154	208.652	192.98	194.727	201.064	221.257	161.252	195.074	197.114	180.543	206.041	
Sim #86	193.042	180.015	204.344	177.156	181.08	193.017	180.25	176.442	160.046	172.229	172.861	165.614	186.539	192.552	202.577	201.336	189.6	181.427	199.597	176.802	189.787	173.721	192.849	168.272	187.674	180.01	195.084	178.959	175.427	203.685	187.387	217.94	176.926	179.406	177.708	233.128	221.596	234.54	165.872	188.515	170.304	191.89	187.532	176.611	197.338	172.288	219.937	210.219	190.346	176.393	226.499	223.744	179.947	216.634	182.907	167.924	200.295	157.059	181.657	178.082	209.607	211.326	189.06	186.057	172.755	199.053	215.402	189.424	154.597	179.41	218.211	205.879	218.596	167.368	210.314	206.003	218.096	206.073	200.433	181.756	186.651	197.406	193.634	208.05	211.602	166.568	211.067	188.393	221.052	212.258	195.613	198.068	197.846	218.89	161.966	195.45	193.25	184.187	205.417	
Sim #87	195.147	182.548	206.813	178.355	181.971	191.757	177.973	177.102	160.353	173.018	171.491	164.557	189.355	192.314	203.252	200.769	189.981	178.95	201.379	178.29	190.95	171.712	194.873	169.75	185.509	180.176	193.527	178.971	175.672	205.886	188.547	219.574	180.945	181.066	176.063	233.038	218.978	238.847	163.129	183.532	172.389	194.44	185.562	179.851	195.208	172.549	224.269	206.922	189.427	175.966	222.781	222.481	183.698	216.918	182.296	167.489	201.631	156.745	179.72	180.381	209.998	211.118	189.652	187.68	171.24	201.907	219.196	188.11	155.219	181.07	219.658	205.382	221.568	166.838	208.203	203.253	221.882	207.366	201.254	184.831	186.756	194.402	192.788	204.988	211.362	163.605	215.645	185.732	223.322	211.081	190.67	196.547	199.893	210.341	161.18	193.73	190.328	184.701	206.994	
Sim #88	195.991	185.433	206.414	181.712	184.455	193.335	178.082	177.364	161.214	174.24	170.911	164.991	188.618	190.626	205.153	199.347	195.358	181.747	201.928	179.998	189.889	171.262	193.426	172.265	187.563	180.152	196.948	179.769	175.194	205.63	190.228	219.956	182.396	185.138	173.68	233	218.493	238.282	161.583	182.847	172.444	192.535	185.569	179.266	193.751	171.309	225.487	205.292	187.026	171.8	224.694	222.14	185.351	219.03	184.896	166.21	203.935	154.581	179.058	181.829	211.224	212.181	189.477	188.173	173.755	203.316	215.91	187.259	151.69	175.663	223.223	207.949	224.287	168.328	208.434	203.168	217.643	203.689	202.227	186.994	187.76	197.772	190.894	205.117	210.367	164.36	214.501	186.971	225.22	209.171	193.344	196.006	199.731	210.473	164.62	192.97	188.073	187.437	207.439	
Sim #89	192.208	186.605	212.243	182.031	188.456	192.439	175.574	175.386	164.134	176.6	172.913	163.597	191.942	192.02	203.549	198.227	197.884	178.504	203.705	180.573	189.476	169.754	194.305	173.86	185.774	181.913	197.23	182.816	177.599	204.314	190.584	225.318	186.099	185.72	176.693	236.926	218.683	237.134	160.03	183.033	168.329	191.693	186.124	177.946	191.794	172.53	222.471	204.121	188.986	173.06	224.161	222.373	184.027	218.05	186.758	168.906	205.006	157.172	179.079	182.946	213.687	211.011	191.525	189.425	174.318	197.945	217.634	191.039	151.443	173.741	223.381	208.776	230.516	167.795	206.854	204.797	214.769	204.37	203.516	189.462	186.196	199.518	185.232	207.693	212.408	166.739	215.009	184.373	221.463	208.773	194.517	198.24	203.125	209.037	163.007	189.173	192.578	188.045	209.178	
Sim #90	192.604	183.619	209.519	179.783	185.177	191.549	179.021	175.246	165.794	173.927	171.103	160.768	193.658	195.414	201.637	200.897	199.399	177.231	202.797	182.083	191.284	173.002	191.979	171.773	188.452	182.495	196.732	186.276	175.419	204.028	189.698	227.284	185.684	184.526	175.6	231.165	220.286	237.804	158.252	186.414	166.954	194.377	188.164	177.177	195.743	171.078	222.922	209.982	190.081	170.775	226.287	224.528	186.755	219.313	188.074	166.637	204.414	159.138	181.175	180.648	218.353	213.486	193.149	190.163	170.314	197.703	218.344	191.594	151.551	178.203	223.018	210.777	233.046	165.85	204.91	208.674	213.969	207.441	201.543	186.746	189.61	200.182	180.872	208.525	208.94	168.416	213.326	188.438	225.747	207.429	190.455	193.574	203.35	210.057	162.87	188.051	191.453	191.479	213.262	
Sim #91	190.241	182.501	208.684	182.889	185.292	193.224	179.596	176.487	165.301	176.735	170.784	160.66	193.544	194.501	200.738	199.631	200.727	176.5	206.328	183.374	194.136	175.015	188.329	173.166	183.961	181.357	199.781	188.728	179.558	200.522	184.99	229.806	187.542	184.835	174.439	237.405	218.393	241.375	158.772	184.52	167.5	193.644	189.883	177.893	196.718	172.705	225.445	208.841	192.455	168.456	223.274	225.944	192.172	217.482	189.388	166.413	206.06	156.127	179.795	180.882	218.559	217.235	192.426	190.925	169.386	199.195	216.381	193.294	154.106	178.421	223.04	211.009	231.781	163.582	203.258	209.346	212.592	212.357	199.936	190.895	190.041	201.212	176.604	206.123	208.215	166.916	216.19	192.878	225.282	213.198	190.47	193.533	206.365	211.729	162.205	187.684	188.442	193.6	214.549	
Sim #92	190.367	181.864	213.983	185.249	182.743	192.601	176.84	180.383	167.039	179.409	170.307	160.404	194.703	198.12	200.757	200.207	202.885	178.602	207.59	182.912	197.789	174.333	187.848	176.802	186.505	181.836	199.774	194.198	178.341	200.114	186.974	226.045	186.922	183.294	177.749	238.93	221.273	240.497	158.194	185.913	167.781	198.681	187.839	176.179	195.627	173.06	226.512	207.149	194.115	165.77	220.434	228.755	195.446	215.288	190.557	168.161	204.394	156.442	180.293	180.389	214.818	214.348	196.227	194.001	170.889	201.796	216.245	192.066	156.422	176.581	225.041	210.194	235.276	164.399	204.528	213.239	213.039	213.224	199.591	187.704	190.693	200.409	175.323	205.014	208.318	168.962	221.082	193.452	224.503	211.291	188.963	192.774	210.715	217.829	165.005	188.9	187.411	189.744	213.718	
Sim #93	190.489	184.761	214.052	185.815	184.842	191.459	178.045	182.056	165.267	182.438	170.738	160.429	193.066	199.248	198.141	202.422	202.089	178.88	208.475	183.101	198.729	173.782	186.468	181.642	188.352	180.272	202.734	190.08	175.569	201.105	184.532	227.35	186.877	186.441	178.671	239.365	218.842	237.632	158.34	184.071	167.944	198.951	185.888	175.538	198.097	175.471	225.064	205.413	196.994	165.064	223.487	231.421	197.607	215.941	191.248	168.649	205.944	153.818	182.024	181.546	214.422	215.932	197.324	197.872	175.268	196.918	213.697	191.478	158.638	177.076	222.229	212.105	235.369	164.546	207.566	209.043	219.414	210.635	197.16	187.827	189.843	200.062	177.867	203.83	210.421	166.254	222.807	197.159	226.245	212.063	192.352	194.34	209.818	217.59	166.573	191.51	188.401	192.583	217.092	
Sim #94	188.128	181.486	213.081	184.78	186.133	190.822	173.983	183.813	165.835	183.471	170.473	164.937	194.516	199.614	198.75	199.681	206.571	178.357	206.679	182.578	199.747	172.386	184.967	185.771	189.021	178.921	201.658	190.264	175.339	199.914	186.899	230.062	186.803	188.395	175.589	235.324	219.12	240.79	158.391	183.144	167.572	198.643	186	174.602	200.325	175.504	225.258	206.228	197.145	162.963	224.28	232.702	196.086	221.266	195.627	169.436	208.739	154.549	181.225	181.179	218.805	214.602	200.036	199.34	177.679	199.903	214.963	190.762	156.984	178.944	218.659	214.708	237.469	164.916	208.549	207.943	219.705	215.936	197.013	187.759	190.682	205.194	177.167	204.574	209.811	166.465	220.81	199.127	228.383	209.07	190.337	197.278	208.572	217.794	165.701	192.452	189.487	191.141	217.229	
Sim #95	185.512	181.935	216.137	183.483	185.26	189.418	172.918	186.334	167.357	182.072	173.073	165.393	193.964	199.755	199.308	198.67	203.4	178.21	207.51	184.471	203.237	172.334	182.579	188.306	191.277	181.124	198.336	187.521	172.927	199.71	185.653	225.422	187.043	186.81	174.552	232.086	220.893	237.87	157.703	182.456	168.861	199.489	185.6	173.778	200.134	176.635	226.281	207.715	196.201	164.221	228.115	234.89	195.332	223.446	194.837	170.341	208.822	160.761	179.808	179.906	218.761	213.176	201.491	199.477	178.617	202.113	217.811	191.761	157.195	178.954	218.411	211.013	239.843	164.324	211.325	208.76	221.311	222.718	197.209	185.606	191.619	203.939	176.79	204.85	208.481	163.085	225.179	204.376	227.814	209.676	194.676	197.33	207.771	214.866	167.114	191.595	187.173	189.282	216.508	
Sim #96	185.95	184.819	216.646	185.98	184.463	189.605	171.923	184.718	168.525	183.754	175.948	166.366	192.001	197.605	199.964	197.1	199.865	179.947	202.687	185.356	206.143	172.992	185.183	185.978	192.185	178.932	197.803	190.637	171.448	198.372	188.871	228.691	189.531	190.834	172.419	236.854	221.063	235.565	158.179	181.035	167.911	196.574	182.979	173.837	196.545	174.648	228.011	211.26	196.79	166.78	226.634	233.275	198.968	226.752	193.767	170.109	210.501	162.859	181.759	178.616	219.391	216.522	199.733	201.594	181.045	203.354	219.742	192.315	157.053	177.082	218.433	214.662	241.991	163.401	210.157	208.637	221.115	224.072	196.106	184.722	188.344	203.759	174.107	204.557	208.333	164.005	223.968	201.06	229.116	206.232	190.71	195.978	205.537	215.557	165.714	191.504	185.887	189.144	217.206	
